epoch,mean_acc_train,std_acc_train,mean_acc_test,std_acc_test,mean_loss_train,std_loss_train,mean_loss_test,std_loss_test
1,0.068981481,0.021882041570089453,0.1370370402932167,0.030089032,3.2597487926483155,0.013319096989049836,3.1790003776550293,0.025085977609358056
2,0.1268518552184105,0.020041537831215057,0.15,0.012283797183860754,3.1098085403442384,0.024995637,3.0092522621154787,0.055854035
3,0.1439814805984497,0.010597704,0.18148148357868193,0.036383116,2.941102170944214,0.046860943513633346,2.8243627071380617,0.088561922
4,0.182407409,0.017160880372917964,0.22592592239379883,0.027839438,2.7791282653808596,0.058798005,2.6431355476379395,0.12076723581450903
5,0.22175926268100737,0.029838675,0.2611111104488373,0.054117185,2.6120410919189454,0.086914874,2.4573413372039794,0.13528473480216108
6,0.2513888835906982,0.013305654445701807,0.3388888895511627,0.092147079,2.463340330123901,0.079572505,2.285249137878418,0.14336772722796512
7,0.2995370328426361,0.04157913,0.37962962985038756,0.039717797,2.3252262115478515,0.058968118,2.1423099994659425,0.10463460273110402
8,0.342592591,0.028651392,0.4666666567325592,0.077821852,2.1804262161254884,0.062611087,1.927529788017273,0.16196595614426507
9,0.3930555522441864,0.012457058523431189,0.5277777791023255,0.08958064,2.0060216188430786,0.062452053,1.7657234430313111,0.16826741549748792
10,0.46574074029922485,0.014224344423010318,0.5240740776062012,0.088152819,1.8543008327484132,0.068302507,1.6507339477539062,0.16400736185092224
11,0.48009259104728697,0.052919726,0.5740740835666657,0.087056734,1.7438766717910767,0.10098868225686462,1.5057730197906494,0.1454323714206128
12,0.519907409,0.030024856,0.5592592656612396,0.079994846,1.654367709159851,0.082406163,1.4527718782424928,0.14330603179329215
13,0.5342592597007751,0.027677288665815803,0.635185182,0.072577485,1.5688328981399535,0.087978769,1.3442746877670289,0.15667270693891938
14,0.5518518567085267,0.032559166,0.6259259223937989,0.043271564,1.4865965843200684,0.06434091,1.3584966897964477,0.084856637
15,0.5597222208976745,0.012196234371159836,0.635185182,0.091023756,1.4682517766952514,0.030003162,1.2643484115600585,0.13807194467520942
16,0.5935185194015503,0.021195406581794373,0.6925925970077514,0.040740738131786185,1.3513261318206786,0.040478364,1.1527266383171082,0.11864329352381892
17,0.5925925970077515,0.022057645183103325,0.6888888835906982,0.075359229,1.3273652076721192,0.064391332,1.1326910257339478,0.2149301794808178
18,0.6439814686775207,0.031887358690239384,0.6481481552124023,0.10670267556449857,1.2446810483932496,0.079701792,1.0810736417770386,0.1609578782501467
19,0.6347222089767456,0.042086361,0.6777777791023254,0.096829017,1.220033383369446,0.077741955,1.0635024666786195,0.13238264156726068
20,0.6458333373069763,0.035166915,0.7,0.093989457,1.1804537773132324,0.063473876,1.039796769618988,0.21279808025996705
21,0.6712962985038757,0.027192903537194973,0.6833333373069763,0.067636961,1.1321030855178833,0.047376108032450744,1.018151057,0.11456626785005262
22,0.6615740895271301,0.026771913222229708,0.6759259343147278,0.098861844,1.1360825300216675,0.091791673,1.093149733543396,0.29622355627802266
23,0.6662037134170532,0.072854542,0.6407407522201538,0.093403857,1.199789834022522,0.2923257874596143,1.1390843868255616,0.2714951128985461
24,0.6689814925193787,0.062043942033723556,0.7185185194015503,0.05057963,1.1226863384246826,0.20434926051202937,0.9847384452819824,0.1577719597496517
25,0.692129624,0.048666197711927726,0.7333333373069764,0.054747223,1.0685579299926757,0.14478434031811835,0.8840020418167114,0.121819556
26,0.7115740776062012,0.033339752,0.7407407283782959,0.071482446,1.009431278705597,0.10541796335631173,0.8650803089141845,0.11792529401403538
27,0.7282407522201538,0.028897201,0.7685185194015502,0.065472857,0.9683357119560242,0.086463707,0.8061964869499206,0.10543819084275212
28,0.7412037134170533,0.012196222153316028,0.7518518567085266,0.051851858,0.9287599682807922,0.031867147,0.8016948938369751,0.087916221
29,0.7583333253860474,0.019565326,0.7722222089767456,0.076488439,0.8881701111793519,0.035709951,0.7828750610351562,0.086576675
30,0.7722222208976746,0.021842823,0.7870370388031006,0.076801635,0.8481109142303467,0.025065896287539066,0.7719045519828797,0.1393183691397555
31,0.7666666626930236,0.018367453348956383,0.7870370388031006,0.037037038803104425,0.819410241,0.010172561485936893,0.7377415776252747,0.07341476
32,0.7939814805984498,0.014194164287146795,0.7888888955116272,0.12078275856353594,0.8050721049308777,0.03484703,0.7781115651130677,0.19920131192718604
33,0.7902777671813965,0.008486246,0.7888888955116272,0.062908485,0.8075609683990479,0.038854303,0.7821615099906921,0.2036457677826769
34,0.7736111044883728,0.042868477,0.785185182,0.083723366,0.8382134437561035,0.10353971875651888,0.7426471471786499,0.17806825406622856
35,0.7824074149131774,0.033448883,0.8074074029922486,0.059259276,0.8178581953048706,0.082498109,0.7072627544403076,0.1032468152671677
36,0.7819444417953492,0.046003693,0.8166666746139526,0.045133545,0.7944889664649963,0.086716753,0.6565390944480896,0.076761702
37,0.8069444417953491,0.020992201,0.8462962985038758,0.030765276755503262,0.7682062268257142,0.041380154,0.6672585248947144,0.099899378
38,0.8138888955116272,0.020992191,0.799999988,0.05785371,0.748183012,0.034294080595836864,0.6945935845375061,0.097754742
39,0.8143518567085266,0.034749994,0.820370364,0.050239487,0.7591394424438477,0.091904852,0.6671360492706299,0.12923359556014544
40,0.8444444417953492,0.029148296,0.864814818,0.027216559,0.6890007853507996,0.066519162,0.6119054198265076,0.027070447
41,0.8361111044883728,0.035421959377195236,0.8277777910232544,0.037770513,0.6906240582466125,0.051824288,0.695957351,0.10741885724882307
42,0.837499988,0.045558931737976566,0.814814818,0.065472857,0.6838916659355163,0.093524202,0.6636451840400696,0.093914344
43,0.830555546,0.041081282,0.8277777791023254,0.052574326424929214,0.6748939871788024,0.061802495,0.6221354961395263,0.077567533
44,0.8652777671813965,0.018367446137574888,0.8574074149131775,0.03343604,0.6154106378555297,0.043976025415789155,0.5775308609008789,0.060156298624527094
45,0.8648148059844971,0.019289500387756092,0.8574074029922485,0.041656371,0.6208441019058227,0.043716051,0.5824122190475464,0.075050434
46,0.8532407402992248,0.028335459378232182,0.8444444417953492,0.04198438,0.6514919996261597,0.082154746,0.6547908425331116,0.050345243861782595
47,0.8731481432914734,0.030548544850370743,0.8592592716217041,0.014814827,0.6149992942810059,0.067186279,0.5841588258743287,0.036664611
48,0.8606481552124023,0.03161736,0.8648148059844971,0.019065976,0.6265672206878662,0.067725042,0.5781412184238434,0.097822569
49,0.8717592716217041,0.031522303,0.8481481552124024,0.048502979,0.6127552628517151,0.059883386,0.6484697222709656,0.157547948
50,0.860185194,0.047610964,0.8777777671813964,0.043192235046606645,0.6413818657398224,0.1364641852363471,0.5911425232887269,0.071656627
51,0.8875,0.040109797,0.8481481552124024,0.08795809,0.5846644699573517,0.078744035,0.6462074398994446,0.19359404104569844
52,0.8787037014961243,0.042446403,0.8592592716217041,0.03813196,0.5673569500446319,0.084797951,0.6014161705970764,0.11410409211975274
53,0.8921296238899231,0.033016750749729665,0.879629624,0.054306957,0.5753669321537018,0.060694506,0.5741634607315064,0.16170706820631456
54,0.8912036895751954,0.02996769,0.8777777791023255,0.048432199,0.5469055891036987,0.049845704,0.5789477944374084,0.16560749987344145
55,0.8703703880310059,0.020807582880875985,0.814814818,0.056169454,0.6138790369033813,0.028674775,0.7201656401157379,0.19097836266342924
56,0.8587962865829468,0.013337838583387948,0.8203703761100769,0.039544731909734294,0.6418593287467956,0.040332083260467014,0.719163978,0.11931545421443353
57,0.8652777791023254,0.038047555811582055,0.8277777671813965,0.058736113,0.5957944393157959,0.075183795,0.6339576840400696,0.15506149617427767
58,0.8736110925674438,0.041733488843203305,0.8703703641891479,0.029860203477560566,0.5931410729885102,0.1136522523875277,0.5733426749706269,0.074188147
59,0.8879629850387574,0.051648905000895924,0.8777777791023255,0.03384382,0.5520606219768525,0.12698819542031964,0.5381854176521301,0.093386265
60,0.9023147940635681,0.02616458,0.8574074029922485,0.073516409,0.5320649921894074,0.080310251,0.6907599866390228,0.3999800125988474
61,0.8861111044883728,0.041315387,0.8962962865829468,0.017954358,0.5561225712299347,0.126689562,0.4867355048656464,0.039971952
62,0.9046296358108521,0.025626572479946624,0.9166666746139527,0.034146463,0.4943468332290649,0.028855733043681206,0.45095893144607546,0.068212113
63,0.9055555582046508,0.014596185005613056,0.9111111164093018,0.016144078,0.4872904658317566,0.025360545295425408,0.4378405809402466,0.018752105565553456
64,0.9148148179054261,0.041702663,0.8666666746139526,0.063774714,0.5043825745582581,0.099370368,0.5487164556980133,0.12586564929891703
65,0.9157407402992248,0.038612334,0.8870370388031006,0.059547892,0.5039054870605468,0.12435846741945705,0.5845445275306702,0.2164212228196464
66,0.9175925970077514,0.037169886,0.8629629731178283,0.025119739766877588,0.5106932938098907,0.12528272018360573,0.6209911346435547,0.13191224969313944
67,0.9185184955596923,0.028553965,0.8592592597007751,0.055985996,0.4972619116306305,0.082162021,0.5678761839866638,0.1098338428231739
68,0.9287037134170533,0.038356126283213596,0.8888888835906983,0.031535896,0.44726728200912474,0.080019078,0.4938936233520508,0.068325679
69,0.9314814805984497,0.034039589,0.8981481552124023,0.030429030972511997,0.4345841705799103,0.076298519,0.4647571504116058,0.056392601048430656
70,0.9407407402992248,0.033307608405431025,0.9055555701255799,0.022980876873157443,0.41473225355148313,0.073765178,0.4295716166496277,0.049468849943314734
71,0.9490740776062012,0.025693389621458684,0.914814806,0.022980877833775785,0.4021865725517273,0.050926051,0.44273207783699037,0.045094690257236406
72,0.9435185074806214,0.033210944,0.9074073910713196,0.044212358095931485,0.39379370808601377,0.06567224,0.49895750284194945,0.1463898124802178
73,0.9444444417953491,0.026675674,0.8759259223937989,0.069930411,0.4015648543834686,0.054484596,0.6083760797977448,0.24027384095407806
74,0.9254629731178283,0.044919345516261706,0.8537037134170532,0.062085393,0.4786265313625336,0.13920776267889615,0.6085501134395599,0.14124585531440426
75,0.9083333492279053,0.040002792,0.8962962985038757,0.052834598,0.4881081163883209,0.097270716,0.5693934679031372,0.23726481666100782
76,0.9324074149131775,0.035482431,0.9018518447875976,0.039975997,0.42111276388168334,0.073656947,0.47482004165649416,0.099223969
77,0.924999988,0.030096145,0.9148148179054261,0.030653596,0.41365369,0.051474446,0.44412446618080137,0.10764052164146069
78,0.9370370388031006,0.012880011,0.9092592597007751,0.044752033,0.41404141783714293,0.023037244,0.49460654258728026,0.13156202758993785
79,0.930555546,0.017870602296478313,0.9277777671813965,0.033333321,0.441267592,0.071036861,0.4168938994407654,0.068482089
80,0.9481481432914733,0.022471598,0.9222222208976746,0.012559857579926894,0.3811540722846985,0.029974809712749045,0.4402216851711273,0.033245416
81,0.9527777791023254,0.028561491263980013,0.914814806,0.04279341,0.361248243,0.037873028297789824,0.4276234805583954,0.11277479159372733
82,0.9569444537162781,0.029192373,0.9240740776062012,0.032814888,0.35716086626052856,0.040367796760320804,0.4457004725933075,0.15011817237382863
83,0.9509259223937988,0.023305021277562486,0.9240740656852722,0.035813109376606984,0.37791075706481936,0.043116084,0.4070099115371704,0.090149687
84,0.9319444537162781,0.043910759,0.885185182,0.054496063,0.44768075942993163,0.14564787743869098,0.559139347,0.18287229242562003
85,0.9416666746139526,0.030653612869197603,0.8981481432914734,0.042632839480790566,0.40891780853271487,0.089628664,0.4673780381679535,0.079439723
86,0.9425925970077514,0.021134649436944215,0.9277777791023254,0.025793323,0.38767728209495544,0.050814933,0.3892701089382172,0.072426855
87,0.9532407522201538,0.013919723656045541,0.9259259223937988,0.013094562217009295,0.35349215269088746,0.024558581604592292,0.39470593333244325,0.053333797
88,0.9597222208976746,0.013305662326576553,0.9333333253860474,0.018885264904358334,0.3470861792564392,0.018431702937876902,0.37576133012771606,0.043405799162894554
89,0.9675925970077515,0.012336034571072576,0.9277777671813965,0.025793315,0.3231774210929871,0.014573578190313732,0.4372187554836273,0.10847328488520554
90,0.9689814925193787,0.006644766,0.9388888835906982,0.029629628360276508,0.32706606984138487,0.023540309,0.3566874980926514,0.071394631
91,0.9657407283782959,0.015030275276218107,0.93518517,0.024145197987559635,0.3179217100143433,0.039190971,0.371449476,0.077494718
92,0.9736111044883728,0.012301226068479526,0.8851851940155029,0.077158016,0.3215882897377014,0.030242125233326363,0.5132603883743286,0.17957575985391525
93,0.9712962985038758,0.01061793,0.9333333253860474,0.036288746,0.31093597412109375,0.029581399017907555,0.38369734287261964,0.075687361
94,0.9736111283302307,0.014973113001510848,0.9407407402992248,0.031860468519955366,0.3147560656070709,0.044925397597322274,0.41400718688964844,0.1013833466232107
95,0.9629629611968994,0.03153589,0.9462962985038758,0.019772372095603393,0.34521639347076416,0.11320150452318055,0.37899754047393797,0.074665732
96,0.9712962985038758,0.019728961257796353,0.9018518328666687,0.064841266,0.30612447261810305,0.043408826,0.46767252683639526,0.19013662150997118
97,0.9611111164093018,0.044895473,0.9185185074806214,0.03945792,0.3230449974536896,0.10751450419237574,0.49773367345333097,0.19048919533535888
98,0.9643518686294555,0.034290526,0.9314814805984497,0.043271575,0.331685472,0.10649880822975925,0.43011772632598877,0.17923827837825623
99,0.9643518567085266,0.042848481,0.9259259343147278,0.046848558,0.3277449756860733,0.11566551504234077,0.37042135894298556,0.11778940041020343
100,0.9615740895271301,0.033500107,0.9111111283302307,0.046333313,0.3356293231248856,0.09330253,0.47711828351020813,0.1484313191995602
101,0.952314806,0.034756145,0.8888888955116272,0.066512165,0.3520605117082596,0.098455733,0.5797602653503418,0.3058202903436199
102,0.9388888835906982,0.050621998,0.9388888835906982,0.034446423,0.3801298588514328,0.13299272896443287,0.38141290545463563,0.09537265
103,0.9592592477798462,0.026295312955803802,0.9240740776062012,0.048784974,0.3337514907121658,0.086318886,0.4169282138347626,0.1447828729084547
104,0.9671296358108521,0.030017729135938212,0.9166666626930237,0.057077904355096735,0.32416804432868956,0.085526528,0.506676072,0.2121625315952744
105,0.9268518567085267,0.094908553,0.8666666507720947,0.13128571315666204,0.48695669174194334,0.362318297,0.6155924499034882,0.40025288077904214
106,0.9393518567085266,0.086108631,0.9277777791023254,0.050171174,0.4105872094631195,0.26493187558508485,0.4129489898681641,0.14681679784978302
107,0.955555546,0.050107045545450576,0.950000012,0.019065984272714068,0.3452583163976669,0.1492660778635269,0.36743445992469786,0.10050136851069831
108,0.97268517,0.023624732907431806,0.9407407283782959,0.043271559,0.3146041244268417,0.094100807,0.41122176349163053,0.20192648689295287
109,0.9560185194015502,0.056908683,0.9296296238899231,0.019945057341864945,0.3638614773750305,0.18784711688878838,0.42613227367401124,0.11908958075907243
110,0.9611111044883728,0.041081288,0.944444454,0.024845194,0.3367882937192917,0.11603080136157919,0.3699207901954651,0.1057602360997338
111,0.9611111164093018,0.028516413081762844,0.9203703761100769,0.031860467,0.336657441,0.074650849,0.46206049919128417,0.13055905808596657
112,0.954629636,0.027490812,0.9055555582046508,0.019772375445095743,0.3577277809381485,0.10058197333143157,0.47090750336647036,0.044390986
113,0.9555555582046509,0.024905521326863616,0.944444454,0.025526035586286765,0.34069177508354187,0.071704786,0.36827549934387205,0.03614642
114,0.9648148059844971,0.022222233812016372,0.9277777791023254,0.025119739766877588,0.30709953904151915,0.061999684649716676,0.41339621543884275,0.036277808
115,0.975000012,0.016394398,0.9388888835906982,0.033436064,0.29138859212398527,0.043880449696230346,0.35497151017189027,0.049352033
116,0.9773148179054261,0.015242650501839634,0.9481481432914733,0.022376014,0.2825317829847336,0.050433077,0.3942287743091583,0.08238265
117,0.9847222208976746,0.013465789540603216,0.9407407402992248,0.039108719136755704,0.2730944961309433,0.037246003983247046,0.39711715579032897,0.14427291412608392
118,0.9791666746139527,0.014418901949218382,0.9444444417953491,0.034644987,0.28018267154693605,0.034728355,0.3958664655685425,0.089250772
119,0.9768518567085266,0.015284792,0.9462962985038758,0.013608284459963597,0.2823187053203583,0.059166337,0.3863607108592987,0.034643532
120,0.9754629611968995,0.016858470713039468,0.9518518447875977,0.012283791792422706,0.2778626173734665,0.047544778,0.34432401061058043,0.031245303317521823
121,0.9763888955116272,0.028963873360370172,0.9425925970077514,0.019772372095603393,0.30509665608406067,0.11106773312093793,0.3938783824443817,0.07265728
122,0.9745370388031006,0.017260504311198195,0.929629648,0.044444444775582855,0.2838779538869858,0.061576123,0.3902218759059906,0.075390538
123,0.9675925731658935,0.035227805,0.9,0.034346737,0.3261624276638031,0.1469049940984202,0.5722530782222748,0.1810722415839151
124,0.957870364,0.036494873,0.9259259343147278,0.031535903,0.34373487532138824,0.11562457042053366,0.45993970036506654,0.11376177005020018
125,0.9541666746139527,0.033780446,0.9388888835906982,0.027839430659752626,0.3363297492265701,0.10135912063808478,0.37958021461963654,0.074392977
126,0.9597222208976746,0.026899708882964356,0.935185182,0.030987422,0.29760087132453916,0.073766759,0.38567354083061217,0.098939208
127,0.9675925970077515,0.033223839,0.935185182,0.037497146,0.2912579238414764,0.090082597,0.3947094142436981,0.12664660767394098
128,0.9694444417953492,0.037250549,0.95,0.017173370202800377,0.2806820809841156,0.084884399,0.35661733746528623,0.063857282
129,0.9847222328186035,0.012979506618710732,0.9518518447875977,0.026449720824525104,0.2569848865270615,0.034232825,0.35352535247802735,0.072673215
130,0.9856481552124023,0.004943091,0.955555546,0.025793311656119068,0.24772000312805176,0.023072747,0.33746751248836515,0.095238116
131,0.9861111164093017,0.010143012440182569,0.9314814805984497,0.078041875,0.24815912544727325,0.019157529830569116,0.43365212082862853,0.2671398632072923
132,0.9791666626930237,0.015767949690657996,0.9407407402992248,0.053222622760193065,0.26847719,0.046110441619256606,0.41357545256614686,0.20935063124180528
133,0.9787037014961243,0.026811919,0.9333333373069763,0.05689737,0.27157473266124726,0.07631365,0.398832306,0.13892665953028244
134,0.9805555582046509,0.025213414,0.9481481552124024,0.038221803,0.2696612060070038,0.086641482,0.34772415161132814,0.094919853
135,0.979629648,0.030337327,0.949999988,0.023859430640927198,0.2500863611698151,0.055029805963829864,0.3507616430521011,0.077406634
136,0.9800925850868225,0.015603968931233135,0.9592592597007752,0.021596106278981664,0.266652039,0.057616927,0.32145608961582184,0.10083192889272631
137,0.9865740895271301,0.013127263059254421,0.9629629492759705,0.023424269714415424,0.236301389,0.030592722622311403,0.3410111993551254,0.10045880957905207
138,0.9884259223937988,0.009820932,0.949999988,0.023859430640927198,0.23613726794719697,0.036097343509958905,0.3683167308568954,0.08410787
139,0.9787036895751953,0.014742290684357359,0.9407407402992248,0.037313776,0.25360514521598815,0.051430789371853684,0.3990680307149887,0.16389560373351836
140,0.9712963104248047,0.033532083,0.9388888835906982,0.033436047008084176,0.27074018120765686,0.0963015,0.4029460966587067,0.13015259349952044
141,0.9791666746139527,0.024011665853460356,0.9481481432914733,0.030765277,0.24295152127742767,0.060853388,0.36717914044857025,0.10653209448085586
142,0.975,0.023305031,0.9592592477798462,0.021596114456669525,0.2710024505853653,0.082799226,0.3339144825935364,0.1178101470192854
143,0.9875,0.011583326897390138,0.9518518447875977,0.039457923634538525,0.23331982493400574,0.031350734,0.34937640428543093,0.11509767442341647
144,0.9870370388031006,0.019233863510713392,0.9537037014961243,0.015493709208348376,0.2384835660457611,0.054733913,0.31820814311504364,0.065666951
145,0.9856481552124023,0.018828423,0.9574074029922486,0.019065987746303876,0.24236697256565093,0.057129534,0.33107238113880155,0.077097572
146,0.9810185194015503,0.018656906242685456,0.9537037014961243,0.029280342562005016,0.2542846143245697,0.07545273,0.3472721666097641,0.10773159705472377
147,0.9810185313224793,0.017408881880273498,0.9425925970077514,0.040740738,0.23722630143165588,0.052426407,0.36526915729045867,0.14208504816349546
148,0.9861111164093017,0.012508580091432561,0.9333333253860474,0.038131976,0.22971111238002778,0.038314035,0.4199944108724594,0.19548187876642242
149,0.9777777910232544,0.018144368296079752,0.9388888835906982,0.027839450483961515,0.24604574143886565,0.044502509,0.4282652080059052,0.19494211255454943
150,0.9643518567085266,0.025340613,0.9277777671813965,0.069141315,0.31041726768016814,0.12444283971952477,0.44950280487537386,0.3033050102872195
